"","userid","artistid","artist_name","plays"
"1282","0006f849044a98f8db4ac7f83e2881de499b68db","882d41ca-194d-405a-bfc5-b698ccfd77b4","do make say think",5
"1283","0006f849044a98f8db4ac7f83e2881de499b68db","a47c3aa2-7d87-475c-a2c7-1e2047dafb09","gnarls barkley",5
"1284","0006f849044a98f8db4ac7f83e2881de499b68db","46a6fac0-2e14-4214-b08e-3bdb1cffa5aa","jaco pastorius",5
"1285","0006f849044a98f8db4ac7f83e2881de499b68db","8475297d-fb78-4630-8d74-9b87b6bb7cc8","of montreal",5
"1286","0006f849044a98f8db4ac7f83e2881de499b68db","9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa","the who",5
"1287","0006f849044a98f8db4ac7f83e2881de499b68db","5b91c8c5-c67a-4f8a-b511-65bf4d385803","8 bit",4
"1288","0006f849044a98f8db4ac7f83e2881de499b68db","2a1a72fc-b9e1-40b2-823e-77c81b4b1062","funkdoobiest",4
"1289","0006f849044a98f8db4ac7f83e2881de499b68db","984bd763-67cb-4393-8a6d-69998fe7a04a","jad fair & daniel johnston",4
"1290","0006f849044a98f8db4ac7f83e2881de499b68db","84783313-2a3f-4f17-ab9a-425a5d527879","james brown",4
"1291","0006f849044a98f8db4ac7f83e2881de499b68db","cb69e1f1-bc76-4df5-93c9-cf97dd8a3b5c","joanna newsom",4
"1292","0006f849044a98f8db4ac7f83e2881de499b68db","3a54bffa-2314-44a2-927b-60144119c780","n.w.a",4
"1293","0006f849044a98f8db4ac7f83e2881de499b68db","d6ed7887-a401-47a8-893c-34b967444d26","ramones",4
"1294","0006f849044a98f8db4ac7f83e2881de499b68db","11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5","the white stripes",4
"1295","000701c3c006b091990162635b36b008c504c6a7","679530cc-a02b-4e08-b0d5-68abdf258ffd","galneryus",490
"1296","000701c3c006b091990162635b36b008c504c6a7","319b1175-ced9-438f-986b-9239c3edd92d","sonata arctica",339
"1297","000701c3c006b091990162635b36b008c504c6a7","09deef08-8610-4295-9ea4-544950f45b32","powerglove",327
"1298","000701c3c006b091990162635b36b008c504c6a7","31e7b30b-f960-408f-908b-c8e277308eab","susumu hirasawa",313
"1299","000701c3c006b091990162635b36b008c504c6a7","05e536dd-abaa-4e87-b9c0-678eb59c38c8","nintendo",293
"1300","000701c3c006b091990162635b36b008c504c6a7","371d6599-6292-4f3f-94d2-5b2fd19b089c","supercar",224
"1301","000701c3c006b091990162635b36b008c504c6a7","de78bdca-f127-46f4-a7a6-abe33917ce34","koji endo",192
"1302","000701c3c006b091990162635b36b008c504c6a7","72ef0483-e94b-4da1-aee6-cd39586bb4cf","tsuneo imahori",188
"1303","000701c3c006b091990162635b36b008c504c6a7","86047ac1-6327-413f-86e7-c22e3b7b7fcc","shishido rumi",177
"1304","000701c3c006b091990162635b36b008c504c6a7","eab76c9f-ff91-4431-b6dd-3b976c598020","infected mushroom",155
"1305","000701c3c006b091990162635b36b008c504c6a7","3897cf7f-9aac-4eef-aacb-ca0accdee9a2","malice mizer",154
"1306","000701c3c006b091990162635b36b008c504c6a7","b1a96a9e-46ad-4e9d-a768-8bb4d88e5c3b","initial d",151
"1307","000701c3c006b091990162635b36b008c504c6a7","9838ef77-d183-4b8e-8783-6674f4150f22","sister mayo",122
"1308","000701c3c006b091990162635b36b008c504c6a7","55ee34d0-4bbf-4d6d-ad26-457bde44adac","long shot party",120
"1309","000701c3c006b091990162635b36b008c504c6a7","ccfe7a3c-1a45-4984-a8d0-644549cefe61","europe",118
"1310","000701c3c006b091990162635b36b008c504c6a7","b58a2815-9c15-4fc8-b023-9bea7207e877","move",112
"1311","000701c3c006b091990162635b36b008c504c6a7","","aqua teen hunger force colon movie film for theaters",108
"1312","000701c3c006b091990162635b36b008c504c6a7","ca891d65-d9b0-4258-89f7-e6ba29d83767","iron maiden",102
"1313","000701c3c006b091990162635b36b008c504c6a7","e69c42f5-28f7-4eb6-93bb-e6fed9b802f5","niko",99
"1314","000701c3c006b091990162635b36b008c504c6a7","b5fb0f1a-2cd4-4759-9d80-648643f70c43","the seatbelts",91
"1315","000701c3c006b091990162635b36b008c504c6a7","109958eb-a335-4c5e-907e-597ff4c6af46","creedence clearwater revival",82
"1316","000701c3c006b091990162635b36b008c504c6a7","c7423e0c-ab3e-4ab4-be10-cdff5a9d3062","blue Öyster cult",78
"1317","000701c3c006b091990162635b36b008c504c6a7","8df2629f-8ae9-4687-9207-4cf3c22cc763","borknagar",69
"1318","000701c3c006b091990162635b36b008c504c6a7","00a9f935-ba93-4fc8-a33a-993abe9c936b","nightwish",69
"1319","000701c3c006b091990162635b36b008c504c6a7","44f42386-a733-4b51-8298-fe5c807d03aa","mindless self indulgence",66
"1320","000701c3c006b091990162635b36b008c504c6a7","0119017b-81c0-436c-b5e5-332afe8c2e02","sabrepulse",61
"1321","000701c3c006b091990162635b36b008c504c6a7","0c502791-4ee9-4c5f-9696-0602b721ff3b","electric light orchestra",58
"1322","000701c3c006b091990162635b36b008c504c6a7","53b106e7-0cc6-42cc-ac95-ed8d30a3a98e","john williams",58
"1323","000701c3c006b091990162635b36b008c504c6a7","f27ec8db-af05-4f36-916e-3d57f91ecf5e","michael jackson",58
"1324","000701c3c006b091990162635b36b008c504c6a7","bd13909f-1c29-4c27-a874-d4aaf27c5b1a","fleetwood mac",56
"1325","000701c3c006b091990162635b36b008c504c6a7","f22942a1-6f70-4f48-866e-238cb2308fbd","aphex twin",52
"1326","000701c3c006b091990162635b36b008c504c6a7","0b8dff0b-ce42-4cc6-afd1-1841f7781ed4","moondog",51
"1327","000701c3c006b091990162635b36b008c504c6a7","c0692af0-2ccb-47b9-a293-f327c16ffcdb","quad city dj's",47
"1328","000701c3c006b091990162635b36b008c504c6a7","721b1224-a9ce-47e5-9d25-3fc6277c7479","ronald jenkees",47
"1329","000701c3c006b091990162635b36b008c504c6a7","8957eee1-81ea-4427-b044-159785771c82","s.s.h.",43
"1330","000701c3c006b091990162635b36b008c504c6a7","125ec42a-7229-4250-afc5-e057484327fe","[unknown]",43
"1331","000701c3c006b091990162635b36b008c504c6a7","b665b768-0d83-4363-950c-31ed39317c15","van halen",42
"1332","000710d4dff11af267edd2f70bf54e7678bdd729","a74b1b7f-71a5-4011-9441-d0b5e4122711","radiohead",917
"1333","000710d4dff11af267edd2f70bf54e7678bdd729","bf710b71-48e5-4e15-9bd6-96debb2e4e98","the knife",645
"1334","000710d4dff11af267edd2f70bf54e7678bdd729","487bfd74-71bf-46dd-b89c-80b7a0f06f2f","the hives",608
"1335","000710d4dff11af267edd2f70bf54e7678bdd729","584c04d2-4acc-491b-8a0a-e63133f4bfc4","yeah yeah yeahs",327
"1336","000710d4dff11af267edd2f70bf54e7678bdd729","99d7b49c-c18e-4a11-bf3e-b71710938df6","phoenix",294
"1337","000710d4dff11af267edd2f70bf54e7678bdd729","5f6be871-eb98-42f1-bce4-5a3d8212c281","m.i.a.",286
"1338","000710d4dff11af267edd2f70bf54e7678bdd729","85af0709-95db-4fbc-801a-120e9f4766d0","nirvana",278
"1339","000710d4dff11af267edd2f70bf54e7678bdd729","f6f2326f-6b25-4170-b89d-e235b25508e8","sigur rós",257
"1340","000710d4dff11af267edd2f70bf54e7678bdd729","7d2092f4-6784-4776-8482-3b6cb4fe2f9a","kap bambino",248
"1341","000710d4dff11af267edd2f70bf54e7678bdd729","fa0daf56-e94c-4007-9a00-4d1b05d85f96","i'm from barcelona",229
"1342","000710d4dff11af267edd2f70bf54e7678bdd729","2c629b8c-d751-4131-b785-5690bb5e0fd7","the kills",228
"1343","000710d4dff11af267edd2f70bf54e7678bdd729","078a9376-3c04-4280-b7d7-b20e158f345d","a perfect circle",223
"1344","000710d4dff11af267edd2f70bf54e7678bdd729","b1570544-93ab-4b2b-8398-131735394202","crystal castles",217
"1345","000710d4dff11af267edd2f70bf54e7678bdd729","2587ed11-2e6f-4e23-850d-549a36ff3fb7","parken",217
"1346","000710d4dff11af267edd2f70bf54e7678bdd729","1cc5adcd-1422-4b5c-a3cd-3ecd4f43f506","beck",207
"1347","000710d4dff11af267edd2f70bf54e7678bdd729","cc197bad-dc9c-440d-a5b5-d52ba2e14234","coldplay",203
"1348","000710d4dff11af267edd2f70bf54e7678bdd729","1dcc8968-f2cd-441c-beda-6270f70f2863","hole",195
"1349","000710d4dff11af267edd2f70bf54e7678bdd729","ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9","kent",181
"1350","000710d4dff11af267edd2f70bf54e7678bdd729","b23e8a63-8f47-4882-b55b-df2c92ef400e","interpol",173
"1351","000710d4dff11af267edd2f70bf54e7678bdd729","b7ffd2af-418f-4be2-bdd1-22f8b48613da","nine inch nails",173
"1352","000710d4dff11af267edd2f70bf54e7678bdd729","6fd077ad-3430-4940-a584-9dabf66698c1","the soundtrack of our lives",172
"1353","000710d4dff11af267edd2f70bf54e7678bdd729","c718e1b3-aad3-48aa-8ad3-ea4184b949bc","markus krunegård",171
"1354","000710d4dff11af267edd2f70bf54e7678bdd729","5cbef01b-cc35-4f52-af7b-d0df0c4f61b9","sonic youth",163
"1355","000710d4dff11af267edd2f70bf54e7678bdd729","8b5d7dae-6430-473c-8cf6-f448a2e0d3f9","the tough alliance",160
"1356","000710d4dff11af267edd2f70bf54e7678bdd729","0af78501-5647-4c18-9a0d-66ac8789e13b","beirut",158
"1357","000710d4dff11af267edd2f70bf54e7678bdd729","e21857d5-3256-4547-afb3-4b6ded592596","gorillaz",152
"1358","000710d4dff11af267edd2f70bf54e7678bdd729","d7e76e28-9f1b-4f05-a80d-f9e765746c52","familjen",147
"1359","000710d4dff11af267edd2f70bf54e7678bdd729","c485632c-b784-4ee9-8ea1-c5fb365681fc","mgmt",140
"1360","000710d4dff11af267edd2f70bf54e7678bdd729","e664d1cd-23ab-48d5-b8fa-e98485daa5be","the radio dept.",138
"1361","000710d4dff11af267edd2f70bf54e7678bdd729","6ee8668b-b4e1-48cf-ba25-a6f7c8bf864d","håkan hellström",136
"1362","000710d4dff11af267edd2f70bf54e7678bdd729","f82f3a3e-29c2-42ca-b589-bc5dc210fa9e","the kooks",136
"1363","000710d4dff11af267edd2f70bf54e7678bdd729","63011a8d-0117-4f7e-9991-1ef1f337ff70","klaxons",135
"1364","000710d4dff11af267edd2f70bf54e7678bdd729","a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0","fischerspooner",132
"1365","000710d4dff11af267edd2f70bf54e7678bdd729","c296e10c-110a-4103-9e77-47bfebb7fb2e","bob marley & the wailers",130
"1366","000710d4dff11af267edd2f70bf54e7678bdd729","8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11","portishead",122
"1367","000710d4dff11af267edd2f70bf54e7678bdd729","e5db18cb-4b1f-496d-a308-548b611090d3","sex pistols",122
"1368","000710d4dff11af267edd2f70bf54e7678bdd729","c3f28da8-662d-4f09-bdc7-3084bf685930","iron & wine",121
"1369","000710d4dff11af267edd2f70bf54e7678bdd729","6c8b9855-ba8b-48f9-ac1d-42167f7f7b18","the shins",121
"1370","000710d4dff11af267edd2f70bf54e7678bdd729","3f542031-b054-454d-b57b-812fa2a81b11","yo la tengo",121
"1371","000710d4dff11af267edd2f70bf54e7678bdd729","82b304c0-7da4-45d3-896a-0767c7ae1141","the libertines",120
"1372","000710d4dff11af267edd2f70bf54e7678bdd729","8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b","thom yorke",120
"1373","000710d4dff11af267edd2f70bf54e7678bdd729","1c70a3fc-fa3c-4be1-8b55-c3192db8a884","röyksopp",119
"1374","000710d4dff11af267edd2f70bf54e7678bdd729","0c751690-c784-4a4f-b1e4-c1de27d47581","animal collective",113
"1375","000710d4dff11af267edd2f70bf54e7678bdd729","77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5","nouvelle vague",112
"1376","000710d4dff11af267edd2f70bf54e7678bdd729","cbef45a9-7acb-4325-94c9-70081ac8d1b8","tycho",111
"1377","000710d4dff11af267edd2f70bf54e7678bdd729","cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8","josé gonzález",109
"1378","000710d4dff11af267edd2f70bf54e7678bdd729","8c538f11-c141-4588-8ecb-931083524186","bloc party",108
"1379","000710d4dff11af267edd2f70bf54e7678bdd729","b45335d1-5219-4262-a44d-936aa36eeaed","ladytron",105
"1380","000710d4dff11af267edd2f70bf54e7678bdd729","25c76eb2-a92d-4624-9e30-093fc16ed5eb","dungen",103
"1381","000710d4dff11af267edd2f70bf54e7678bdd729","847e8284-8582-4b0e-9c26-b042a4f49e57","placebo",103
"1382","000710d4dff11af267edd2f70bf54e7678bdd729","2d67239c-aa40-4ad5-a807-9052b66857a6","le tigre",101
"1383","000710d4dff11af267edd2f70bf54e7678bdd729","3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5","n*e*r*d",101
"1384","000710d4dff11af267edd2f70bf54e7678bdd729","caaba574-dfbc-4681-8e56-19b5150897d2","cut copy",98
"1385","000710d4dff11af267edd2f70bf54e7678bdd729","056e4f3e-d505-4dad-8ec1-d04f521cbb56","daft punk",98
"1386","000710d4dff11af267edd2f70bf54e7678bdd729","e162b2eb-6a42-4240-8c1b-c94d9a0acb73","cocorosie",96
"1387","000710d4dff11af267edd2f70bf54e7678bdd729","ea1644d2-58c7-4c53-ac0b-ae9810803f56","kristian anttila",96
"1388","000710d4dff11af267edd2f70bf54e7678bdd729","e105c272-b5d7-4135-82ef-d60bded54345","the wombats",91
"1389","000710d4dff11af267edd2f70bf54e7678bdd729","2b64e811-cbcd-45f7-b29d-296444cad4f1","múm",90
"1390","000710d4dff11af267edd2f70bf54e7678bdd729","299278d3-25dd-4f30-bae4-5b571c28034d","the postal service",89
"1391","000710d4dff11af267edd2f70bf54e7678bdd729","aa7a2827-f74b-473c-bd79-03d065835cf7","franz ferdinand",88
"1392","000752c87a61bc4247f5219b4769c347c0062c8a","183d6ef6-e161-47ff-9085-063c8b897e97","they might be giants",4558
"1393","000752c87a61bc4247f5219b4769c347c0062c8a","8475297d-fb78-4630-8d74-9b87b6bb7cc8","of montreal",971
"1394","000752c87a61bc4247f5219b4769c347c0062c8a","3ff72a59-f39d-411d-9f93-2d4a86413013","the magnetic fields",908
"1395","000752c87a61bc4247f5219b4769c347c0062c8a","d2db1078-c170-4e22-b261-14f3ad60a690","devo",695
"1396","000752c87a61bc4247f5219b4769c347c0062c8a","dc681a55-44e8-495c-88e2-7985309d9e39","songstowearpantsto.com",665
"1397","000752c87a61bc4247f5219b4769c347c0062c8a","a94a7155-c79d-4409-9fcf-220cb0e4dc3a","talking heads",573
"1398","000752c87a61bc4247f5219b4769c347c0062c8a","","hey erik leafinson!",567
"1399","000752c87a61bc4247f5219b4769c347c0062c8a","516cef4d-0718-4007-9939-f9b38af3f784","fall out boy",560
"1400","000752c87a61bc4247f5219b4769c347c0062c8a","966bd819-2ba1-4e1b-9d35-72385937e8ed","the long winters",558
"1401","000752c87a61bc4247f5219b4769c347c0062c8a","1f16a425-2606-4137-a6b7-234b6dabe037","pinback",526
"1402","000752c87a61bc4247f5219b4769c347c0062c8a","b48f22c6-cab9-436c-a6d0-99839a19ee05","john linnell",465
"1403","000752c87a61bc4247f5219b4769c347c0062c8a","0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5","roy orbison",448
"1404","000752c87a61bc4247f5219b4769c347c0062c8a","73d882c7-1146-4012-a61b-a3b2c11fce2f","casiotone for the painfully alone",410
"1405","000752c87a61bc4247f5219b4769c347c0062c8a","e162b2eb-6a42-4240-8c1b-c94d9a0acb73","cocorosie",399
"1406","000752c87a61bc4247f5219b4769c347c0062c8a","fbb375f9-48bb-4635-824e-4120273b3ba7","regina spektor",388
"1407","000752c87a61bc4247f5219b4769c347c0062c8a","b23e8a63-8f47-4882-b55b-df2c92ef400e","interpol",379
"1408","000752c87a61bc4247f5219b4769c347c0062c8a","cdd2e0f0-703d-454d-b5c7-cc3bb6dd5552","the dead milkmen",372
"1409","000752c87a61bc4247f5219b4769c347c0062c8a","72a813ce-c337-4885-9216-cd0b8e0effb2","bottom of the hudson",362
"1410","000752c87a61bc4247f5219b4769c347c0062c8a","1cc5adcd-1422-4b5c-a3cd-3ecd4f43f506","beck",359
"1411","000752c87a61bc4247f5219b4769c347c0062c8a","5f572b31-8fd9-45ae-9beb-358c98d839df","the dandy warhols",359
"1412","000752c87a61bc4247f5219b4769c347c0062c8a","9639cd52-c351-4a17-9797-58880e95a7ef","the mountain goats",353
"1413","000752c87a61bc4247f5219b4769c347c0062c8a","a74b1b7f-71a5-4011-9441-d0b5e4122711","radiohead",352
"1414","000752c87a61bc4247f5219b4769c347c0062c8a","f467181e-d5e0-4285-b47e-e853dcc89ee7","ratatat",349
"1415","000752c87a61bc4247f5219b4769c347c0062c8a","4b2d6a23-034d-4a29-9bb9-d2462796da4e","clap your hands say yeah",347
"1416","000752c87a61bc4247f5219b4769c347c0062c8a","f181961b-20f7-459e-89de-920ef03c7ed0","the strokes",339
"1417","000752c87a61bc4247f5219b4769c347c0062c8a","6d072aa8-c851-49c5-92f9-cbca05f4bed9","orchestral manoeuvres in the dark",319
"1418","000752c87a61bc4247f5219b4769c347c0062c8a","b6b2bb8d-54a9-491f-9607-7b546023b433","pixies",283
"1419","000752c87a61bc4247f5219b4769c347c0062c8a","e20747e7-55a4-452e-8766-7b985585082d","frank zappa",272
"1420","000752c87a61bc4247f5219b4769c347c0062c8a","5441c29d-3602-4898-b1a1-b77fa23b8e50","david bowie",270
"1421","000752c87a61bc4247f5219b4769c347c0062c8a","b91f0973-002e-4237-a39f-c7e02e786e53","architecture in helsinki",264
"1422","000752c87a61bc4247f5219b4769c347c0062c8a","ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49","the sounds",263
"1423","000752c87a61bc4247f5219b4769c347c0062c8a","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d","the beatles",248
"1424","000752c87a61bc4247f5219b4769c347c0062c8a","492c18bc-ffbe-43b1-a22a-9bb801216b96","the wrens",244
"1425","000752c87a61bc4247f5219b4769c347c0062c8a","31095622-5a1e-4f22-8ad1-b08eb6255f37","ted leo and the pharmacists",236
"1426","000752c87a61bc4247f5219b4769c347c0062c8a","c3aeb863-7b26-4388-94e8-5a240f2be21b","tom waits",235
"1427","000752c87a61bc4247f5219b4769c347c0062c8a","ef2d4a1c-195e-41f4-839e-bdfd3f85adc3","andrew w.k.",233
"1428","000752c87a61bc4247f5219b4769c347c0062c8a","f1571db1-c672-4a54-a2cf-aaa329f26f0b","john frusciante",233
"1429","000752c87a61bc4247f5219b4769c347c0062c8a","e9022873-c482-46a0-bb78-33c15fc65b3b","spacehog",221
"1430","000752c87a61bc4247f5219b4769c347c0062c8a","c485632c-b784-4ee9-8ea1-c5fb365681fc","mgmt",218
"1431","000752c87a61bc4247f5219b4769c347c0062c8a","0af78501-5647-4c18-9a0d-66ac8789e13b","beirut",210
"1432","000752c87a61bc4247f5219b4769c347c0062c8a","8c9b336e-acc8-4e20-9195-6ed0634da9fc","the residents",191
"1433","000752c87a61bc4247f5219b4769c347c0062c8a","0f82d6b5-12fb-4569-b047-a00194f572a7","fountains of wayne",182
"1434","000752c87a61bc4247f5219b4769c347c0062c8a","0743b15a-3c32-48c8-ad58-cb325350befa","blink-182",176
"1435","000752c87a61bc4247f5219b4769c347c0062c8a","0e82233d-5be7-4663-9b0d-bc6ea76980b8","grand buffet",176
"1436","000752c87a61bc4247f5219b4769c347c0062c8a","9a58fda3-f4ed-4080-a3a5-f457aac9fcdd","joy division",171
"1437","000752c87a61bc4247f5219b4769c347c0062c8a","1043a3a9-6722-4cdb-a28a-6acbad217b38","bishop allen",169
"1438","000752c87a61bc4247f5219b4769c347c0062c8a","407d7ae0-c297-491c-bd19-4185e2b12ef2","tally hall",168
"1439","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","60c5c7a0-95e1-493d-ba2e-3d548b5947f0","acda en de munnik",606
"1440","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","69837400-8e31-4949-aac2-00b46b4df126","angus & julia stone",572
"1441","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","5e8da504-c75b-4bf5-9dfc-119057c1a9c0","anouk",489
"1442","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","274718a2-5214-4673-bb46-ce1eef1335bd","candy dulfer",390
"1443","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","125ec42a-7229-4250-afc5-e057484327fe","[unknown]",270
"1444","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","f4857fb9-e255-4dc6-bd01-e4ca7cc68544","jamiroquai",247
"1445","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","d7ac3cc7-0d65-476b-9b81-d3e872672a2f","bløf",199
"1446","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","8bfac288-ccc5-448d-9573-c33ea2aa5c30","red hot chili peppers",159
"1447","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","b79391ad-1ed3-45db-9ed6-48736491561c","room eleven",158
"1448","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d","the beatles",147
"1449","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","a7e05e3f-7459-4ba6-9041-8b5cacf6338c","ann peebles",142
"1450","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","f1b525b4-ddd0-4d39-85b2-d8fa26a7f279","feist",128
"1451","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","2386cd66-e923-4e8e-bf14-2eebe2e9b973","3 doors down",124
"1452","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","d43d12a1-2dc9-4257-a2fd-0a3bb1081b86","johnny cash",122
"1453","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","4236d929-9a81-4c8e-97c3-8d3306780f50","scissor sisters",120
"1454","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","472fcf2f-eaa2-44a2-8e8f-2ecd23cd0fc7","kraak & smaak",116
"1455","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","852fb986-b0d9-4529-adaf-4f38bc1b1040","anna nalick",113
"1456","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","d21850a1-83ed-4947-939c-4db01dad8488","stevie ann",112
"1457","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","f82f3a3e-29c2-42ca-b589-bc5dc210fa9e","the kooks",103
"1458","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","88679ca2-2080-4cea-8669-41ab4b8d865d","maria mena",100
"1459","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","01809552-4f87-45b0-afff-2c6f0730a3be","elvis presley",94
"1460","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","7252abc2-dfc8-4aa6-889f-2d168b265403","the blues brothers",90
"1461","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","82f8dd22-0319-4f35-953c-358b3f883027","angie stone",89
"1462","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","2a85ecff-41e9-4be1-aca6-c87054a4c334","buena vista social club",89
"1463","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5","nouvelle vague",89
"1464","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","49018fd2-95ef-4f7e-92bb-813159909314","kate nash",86
"1465","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","1386778e-e0ca-460f-8a6a-e09c21b2b079","racoon",86
"1466","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3","amy winehouse",84
"1467","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","056e4f3e-d505-4dad-8ec1-d04f521cbb56","daft punk",82
"1468","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","b2dbfc09-b332-408b-a235-1850e41971c5","bloodhound gang",76
"1469","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","ff6e677f-91dd-4986-a174-8db0474b1799","jack johnson",76
"1470","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","674bf89f-8e70-4472-929d-6b4ed6f98c88","benny benassi",75
"1471","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","8c97918d-341b-478e-99dd-b536ce7a7540","kinderen voor kinderen",74
"1472","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","a3352eff-cde0-4f15-b44a-6f5c3e9cf079","james morrison",73
"1473","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","cc197bad-dc9c-440d-a5b5-d52ba2e14234","coldplay",72
"1474","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","ada7a83c-e3e1-40f1-93f9-3e73dbc9298a","arctic monkeys",70
"1475","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","a749130e-c2d8-4a7c-b740-908ea4574961","hot chocolate",67
"1476","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","0ab49580-c84f-44d4-875f-d83760ea2cfe","maroon 5",67
"1477","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","0ef3f425-9bd2-4216-9dd2-219d2fe90f1f","lenny kravitz",64
"1478","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","ebfc1398-8d96-47e3-82c3-f782abcdb13d","the beach boys",62
"1479","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","d735497b-25f9-4503-8fb5-f50150730c18","ane brun",61
"1480","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","76da816f-ea05-4172-ad9e-ffb69c32199f","richie hawtin",60
"1481","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","91edc409-8a9b-4d31-b51e-b9b28d87fe68","c-mon & kypski",59
"1482","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","1adcfe3e-3e2f-4a7a-b581-f1f07ebcd9e5","ali farka touré & toumani diabaté",58
"1483","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","f22942a1-6f70-4f48-866e-238cb2308fbd","aphex twin",57
"1484","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","","goodnite opus",56
"1485","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","7e54d133-2525-4bc0-ae94-65584145a386","plaid",56
"1486","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","95e9aba6-f85c-48a0-9ec9-395d4f0e3875","trentemøller",56
"1487","0007e26aafcfc0b6dcb87d7041583fbb7cced88a","84783313-2a3f-4f17-ab9a-425a5d527879","james brown",52
"1488","00087f98b9db64d761d3f1404e1558da9245137a","8434409e-baa9-4e12-b4aa-566a91c7d7cf","the charlatans",2015
"1489","00087f98b9db64d761d3f1404e1558da9245137a","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d","the beatles",1479
"1490","00087f98b9db64d761d3f1404e1558da9245137a","a2accb58-6099-4cb5-a3c8-f6332f364db5","james",1376
"1491","00087f98b9db64d761d3f1404e1558da9245137a","32efea44-6cb5-4b4f-bdaa-c8b8f6cef981","manic street preachers",1010
"1492","00087f98b9db64d761d3f1404e1558da9245137a","601d793d-7e96-4bb6-b4a6-712d5c926259","ocean colour scene",923
"1493","00087f98b9db64d761d3f1404e1558da9245137a","23228f18-01d5-493e-94ce-cfcde82a8db2","the jam",661
"1494","00087f98b9db64d761d3f1404e1558da9245137a","03c2e506-e8bb-4bd6-9693-5aa97c8eea1c","inspiral carpets",639
"1495","00087f98b9db64d761d3f1404e1558da9245137a","92e634a7-6023-4be8-be15-ebba822f5b34","maxïmo park",517
"1496","00087f98b9db64d761d3f1404e1558da9245137a","024bea6e-e250-4348-9e69-2dfcad38442e","the bluetones",505
"1497","00087f98b9db64d761d3f1404e1558da9245137a","6386ddff-0d13-4685-9f0a-a82bf022fb1c","supergrass",493
